Age,Gender,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating,CompanyExperienceShare,RoleStabilityScore,EducationBackground_grouped,EmpDepartment_grouped,EmpJobRole_grouped,CommuteCategory_Moderate,CommuteCategory_Far,MaritalStatus_Married,MaritalStatus_Single,PromotionWaitTime_Moderate,PromotionWaitTime_Long,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely
53,1,1,4,1,60,2,4,3,4,1,20,4,27,2,2,3,2,0,2,0,3,0.1111111111111111,0.6666666666666666,Medical,Research & Development,Manufacturing Director,False,False,True,False,False,False,False,False
43,0,2,3,2,97,3,1,4,0,0,13,2,10,5,3,9,7,1,8,0,2,0.9,0.7777777777777778,Life Sciences,SmallDepts,Human Resources,False,False,False,True,False,False,False,True
34,1,3,2,4,32,1,2,4,5,0,12,1,6,3,3,2,2,2,2,0,3,0.3333333333333333,1.0,Life Sciences,Sales,Sales Executive,False,False,False,True,True,False,False,True
21,0,7,1,2,31,3,1,2,1,0,13,2,1,3,3,1,0,1,0,1,3,1.0,0.0,Marketing,Sales,Sales Representative,True,False,False,True,False,False,False,True
38,1,6,2,4,40,2,1,3,1,0,11,2,5,3,3,5,4,0,4,0,3,1.0,0.8,Other,Research & Development,Manager R&D,True,False,True,False,False,False,False,True
22,1,8,1,3,79,3,1,1,1,1,17,3,1,6,3,1,0,0,0,1,3,1.0,0.0,Medical,Research & Development,Manager R&D,True,False,True,False,False,False,False,True
31,1,29,4,1,91,2,2,4,1,0,14,1,13,3,3,12,7,5,7,0,2,0.9230769230769231,0.5833333333333334,Marketing,Sales,Sales Executive,False,True,True,False,False,True,False,True
46,0,2,4,3,46,3,5,4,7,1,17,3,24,3,3,2,1,2,2,0,3,0.08333333333333333,0.5,Medical,Research & Development,Research Director,False,False,False,False,True,False,False,True
36,0,10,3,4,90,3,3,1,7,1,13,4,15,1,3,12,8,5,7,0,3,0.8,0.6666666666666666,Life Sciences,Research & Development,Manager R&D,True,False,True,False,False,True,False,True
44,0,1,2,3,99,3,1,2,1,1,12,3,6,2,2,5,3,2,3,1,3,0.8333333333333334,0.6,Medical,Research & Development,Research Scientist,False,False,False,False,True,False,True,False
37,0,8,2,3,89,3,2,2,2,0,13,3,19,4,2,10,0,4,7,0,3,0.5263157894736842,0.0,Other,SmallDepts,Human Resources,True,False,False,False,True,False,False,True
33,0,8,4,4,90,4,1,1,6,0,19,2,14,1,3,10,8,7,6,0,3,0.7142857142857143,0.8,Life Sciences,Research & Development,Research Scientist,True,False,True,False,False,True,False,True
46,0,26,2,2,98,2,2,2,8,0,15,3,6,3,3,2,2,2,2,0,2,0.3333333333333333,1.0,Life Sciences,Sales,Sales Executive,False,True,False,True,True,False,False,False
40,1,2,2,3,99,3,1,1,4,0,17,4,7,5,2,4,3,0,2,0,3,0.5714285714285714,0.75,Life Sciences,Research & Development,Laboratory Technician,False,False,True,False,False,False,False,True
35,0,2,2,2,90,3,2,4,2,0,14,3,15,6,3,7,7,1,7,0,2,0.4666666666666667,1.0,Medical,Research & Development,Manager R&D,False,False,False,False,False,False,False,False
38,0,2,3,1,100,3,1,2,5,0,13,4,13,3,3,11,10,3,8,0,2,0.8461538461538461,0.9090909090909091,Other,SmallDepts,Human Resources,False,False,False,False,True,False,False,False
34,0,9,4,4,93,3,2,1,4,0,17,3,11,3,2,7,1,0,7,1,3,0.6363636363636364,0.14285714285714285,Life Sciences,Research & Development,Laboratory Technician,True,False,True,False,False,False,True,False
39,0,20,3,3,83,3,2,4,2,0,18,4,7,6,3,2,1,2,2,0,3,0.2857142857142857,0.5,Life Sciences,Sales,Sales Executive,False,True,False,False,True,False,True,False
43,0,9,3,1,52,3,1,3,4,0,13,3,7,2,2,3,2,1,2,0,2,0.42857142857142855,0.6666666666666666,Life Sciences,Research & Development,Research Scientist,True,False,False,True,False,False,False,False
41,0,5,3,2,85,4,2,2,3,0,12,1,11,3,1,3,2,1,2,0,2,0.2727272727272727,0.6666666666666666,Life Sciences,Research & Development,Healthcare Representative,False,False,False,True,False,False,False,True
41,1,4,1,3,81,3,3,3,0,1,13,4,23,3,4,22,14,13,5,0,3,0.9565217391304348,0.6363636363636364,Marketing,Sales,Sales Executive,False,False,False,False,False,True,False,True
34,0,8,2,2,92,4,2,3,1,0,21,3,10,5,3,10,8,4,8,0,2,1.0,0.8,Other,Sales,Sales Executive,True,False,True,False,True,False,False,True
58,0,2,3,2,52,3,4,2,4,0,22,4,37,0,2,16,9,14,14,0,2,0.43243243243243246,0.5625,Medical,Sales,Manager,False,False,False,False,False,True,False,False
35,0,23,4,2,91,1,1,3,0,0,16,2,6,2,4,5,4,0,3,0,3,0.8333333333333334,0.8,Medical,Research & Development,Laboratory Technician,False,True,True,False,False,False,False,True
47,1,4,3,3,92,2,3,2,8,1,12,3,28,4,3,22,11,14,10,0,3,0.7857142857142857,0.5,Life Sciences,Research & Development,Manager R&D,False,False,False,False,False,True,False,True
40,1,12,3,2,47,3,2,1,2,0,12,2,15,3,3,7,4,7,7,0,2,0.4666666666666667,0.5714285714285714,Life Sciences,Research & Development,Healthcare Representative,True,False,False,False,False,True,False,True
54,1,7,4,4,68,3,2,4,4,0,15,2,14,2,2,7,1,1,7,0,3,0.5,0.14285714285714285,Medical,Research & Development,Research Scientist,True,False,True,False,False,False,False,True
31,1,7,4,1,68,3,3,1,2,0,14,4,9,3,3,3,2,2,2,0,2,0.3333333333333333,0.6666666666666666,Marketing,Sales,Sales Executive,True,False,True,False,True,False,True,False
38,1,2,4,2,77,1,2,4,2,1,20,1,20,4,2,4,2,0,3,0,3,0.2,0.5,Marketing,Sales,Sales Representative,False,False,True,False,False,False,False,True
26,0,10,3,3,46,3,2,4,1,0,13,1,5,4,3,5,3,1,2,0,3,1.0,0.6,Medical,Sales,Sales Executive,True,False,False,True,False,False,False,True
58,0,15,4,1,87,3,4,3,2,1,14,2,23,3,3,2,2,2,2,0,2,0.08695652173913043,1.0,Life Sciences,Research & Development,Manager R&D,True,False,True,False,True,False,True,False
18,1,14,3,2,33,3,1,3,1,0,16,3,0,4,1,0,0,0,0,0,3,0.0,0.0,Medical,Research & Development,Manager R&D,True,False,False,True,False,False,False,False
31,0,18,5,4,89,4,1,1,0,0,17,3,2,4,3,1,0,0,0,1,3,0.5,0.0,Other,SmallDepts,Human Resources,False,True,True,False,False,False,False,True
45,1,2,4,3,67,3,2,3,4,0,22,2,10,3,4,8,7,5,7,0,4,0.8,0.875,Life Sciences,Sales,Sales Executive,False,False,True,False,False,True,False,False
36,1,2,4,4,73,3,2,2,4,1,22,4,15,2,3,1,0,0,0,0,4,0.06666666666666667,0.0,Other,Research & Development,Research Scientist,False,False,True,False,False,False,False,True
43,0,2,4,1,92,3,2,4,1,0,20,3,7,5,3,7,7,7,7,0,2,1.0,1.0,Life Sciences,Sales,Sales Executive,False,False,True,False,False,True,True,False
27,1,5,2,4,53,3,1,4,0,1,14,3,6,3,2,5,4,0,2,0,3,0.8333333333333334,0.8,Life Sciences,Research & Development,Manager R&D,False,False,False,True,False,False,True,False
29,0,20,1,4,40,3,1,4,1,0,13,2,11,3,4,11,8,3,10,0,3,1.0,0.7272727272727273,Medical,Research & Development,Laboratory Technician,False,True,True,False,True,False,True,False
32,0,10,4,4,79,3,2,4,8,0,13,3,4,2,4,0,0,0,0,0,3,0.0,0.0,Marketing,Sales,Sales Executive,True,False,False,True,False,False,True,False
42,0,10,4,3,38,3,1,3,3,0,22,2,10,1,2,6,3,3,3,0,4,0.6,0.5,Other,Research & Development,Research Scientist,True,False,True,False,True,False,False,False
47,1,9,4,2,64,3,1,3,4,0,12,3,7,2,3,2,2,2,0,0,2,0.2857142857142857,1.0,Life Sciences,Research & Development,Laboratory Technician,True,False,False,True,True,False,False,True
46,0,2,2,4,82,3,3,4,3,0,14,3,12,4,2,9,8,4,7,0,3,0.75,0.8888888888888888,Life Sciences,Research & Development,Manufacturing Director,False,False,False,False,True,False,False,True
28,0,1,2,3,43,3,1,4,1,0,15,2,3,2,3,3,2,2,2,0,3,1.0,0.6666666666666666,Life Sciences,SmallDepts,Human Resources,False,False,False,False,True,False,False,False
29,0,29,1,4,93,1,2,3,8,0,17,4,11,3,3,7,0,1,6,0,3,0.6363636363636364,0.0,Life Sciences,Research & Development,Healthcare Representative,False,True,False,False,False,False,False,True
42,0,8,3,4,81,3,1,3,4,0,13,4,8,3,3,0,0,0,0,0,3,0.0,0.0,Life Sciences,Research & Development,Manager R&D,True,False,False,True,False,False,False,True
32,0,2,4,3,82,2,2,2,7,1,12,3,7,3,2,2,2,2,2,1,3,0.2857142857142857,1.0,Marketing,Sales,Sales Executive,False,False,False,True,True,False,False,True
46,1,3,3,1,45,4,4,1,2,0,12,4,25,5,3,19,17,2,8,0,2,0.76,0.8947368421052632,Other,Sales,Sales Executive,False,False,False,False,True,False,False,True
27,1,23,1,2,36,2,2,3,1,0,21,4,9,5,3,9,8,5,8,0,2,1.0,0.8888888888888888,Medical,Sales,Sales Representative,False,True,True,False,False,True,False,True
29,0,6,1,4,87,2,1,2,1,0,11,4,1,3,3,1,0,0,0,0,3,1.0,0.0,Medical,SmallDepts,Human Resources,True,False,True,False,False,False,False,True
48,0,10,3,4,91,2,5,2,4,0,12,4,29,3,3,22,10,12,9,0,3,0.7586206896551724,0.45454545454545453,Life Sciences,Research & Development,Manager R&D,True,False,True,False,False,True,False,True
29,0,24,2,4,73,2,1,4,1,1,24,2,1,3,2,1,0,1,0,1,4,1.0,0.0,Life Sciences,Research & Development,Research Scientist,False,True,False,True,False,False,True,False
55,0,2,4,2,98,2,1,4,8,0,20,2,19,2,4,5,2,0,4,0,3,0.2631578947368421,0.4,Other,Research & Development,Research Scientist,False,False,True,False,False,False,False,True
28,1,3,3,2,78,3,1,2,1,0,19,4,1,3,3,1,0,0,0,0,3,1.0,0.0,Medical,Sales,Sales Representative,False,False,True,False,False,False,False,True
30,0,9,3,2,89,3,1,4,1,0,13,3,1,3,2,1,0,0,0,1,3,1.0,0.0,Medical,Sales,Sales Representative,True,False,False,True,False,False,False,True
22,0,7,1,4,75,3,1,2,1,1,23,1,1,2,3,1,0,0,0,1,4,1.0,0.0,Life Sciences,Research & Development,Research Scientist,True,False,False,True,False,False,False,True
36,1,10,4,2,63,2,2,3,1,1,13,1,10,4,3,10,9,1,7,0,2,1.0,0.9,Other,Sales,Sales Executive,True,False,True,False,False,False,False,True
34,0,4,3,3,64,3,3,4,2,1,13,4,9,3,3,5,3,1,0,0,3,0.5555555555555556,0.6,Life Sciences,Sales,Sales Executive,False,False,True,False,False,False,False,True
29,0,7,3,4,59,3,1,1,3,0,14,2,11,2,3,3,2,1,2,0,3,0.2727272727272727,0.6666666666666666,Life Sciences,Research & Development,Laboratory Technician,True,False,False,True,False,False,False,True
37,0,7,4,4,78,3,2,1,5,1,22,3,16,2,3,5,3,0,4,0,4,0.3125,0.6,Medical,Research & Development,Research Scientist,True,False,True,False,False,False,False,True
35,1,16,2,4,44,2,2,2,0,1,11,4,4,2,3,3,2,0,2,0,3,0.75,0.6666666666666666,Other,Research & Development,Manufacturing Director,False,True,True,False,False,False,False,True
45,1,25,2,2,93,2,2,4,0,0,13,4,10,2,2,9,8,3,8,0,2,0.9,0.8888888888888888,Life Sciences,Research & Development,Manufacturing Director,False,True,True,False,True,False,False,True
36,0,2,1,2,94,2,2,4,1,0,21,4,10,2,2,10,1,0,8,0,4,1.0,0.1,Other,SmallDepts,Human Resources,False,False,False,True,False,False,True,False
40,0,1,4,1,98,3,4,1,2,0,11,1,22,3,3,19,7,11,16,0,2,0.8636363636363636,0.3684210526315789,Life Sciences,Research & Development,Manager R&D,False,False,False,False,False,True,False,True
26,1,1,2,2,90,2,1,3,1,1,13,3,1,3,2,1,0,1,0,0,3,1.0,0.0,Life Sciences,Research & Development,Research Scientist,False,False,True,False,False,False,False,True
27,1,2,2,1,89,4,2,3,0,0,14,2,9,5,2,8,7,0,7,0,3,0.8888888888888888,0.875,Medical,Sales,Sales Executive,False,False,False,True,False,False,False,True
48,1,22,3,4,58,3,4,4,3,0,11,2,24,3,3,22,17,4,7,0,3,0.9166666666666666,0.7727272727272727,Medical,Research & Development,Manager,False,True,False,False,True,False,True,False
44,0,1,4,2,78,4,2,1,2,0,15,4,10,5,3,2,0,2,2,0,3,0.2,0.0,Life Sciences,Research & Development,Healthcare Representative,False,False,True,False,True,False,False,True
34,0,16,4,4,85,1,1,1,1,1,23,2,5,2,3,5,2,3,0,1,4,1.0,0.4,Other,Research & Development,Research Scientist,False,True,True,False,True,False,False,False
56,0,24,2,1,97,3,1,4,1,0,16,4,5,3,3,4,2,1,0,1,2,0.8,0.5,Life Sciences,Research & Development,Manager R&D,False,True,False,True,False,False,False,True
36,0,17,2,3,33,2,2,2,2,0,16,3,12,1,1,4,2,1,3,0,2,0.3333333333333333,0.5,Marketing,Sales,Sales Executive,False,True,True,False,False,False,False,True
41,1,8,3,3,54,3,2,2,5,0,21,3,14,3,3,5,4,1,4,0,4,0.35714285714285715,0.8,Marketing,Sales,Sales Executive,True,False,True,False,False,False,False,True
42,0,6,3,3,83,3,3,1,9,0,13,2,18,3,4,13,7,5,7,0,3,0.7222222222222222,0.5384615384615384,Medical,Research & Development,Manager R&D,True,False,True,False,False,True,False,True
31,1,10,2,3,86,3,2,4,2,1,11,4,8,2,3,5,2,1,4,0,3,0.625,0.4,Medical,Sales,Sales Executive,True,False,False,False,False,False,False,True
34,1,3,1,4,75,2,2,4,3,1,12,3,9,3,2,4,2,0,1,0,3,0.4444444444444444,0.5,Medical,Sales,Sales Executive,False,False,True,False,False,False,False,True
31,1,4,3,1,62,4,1,3,8,0,12,2,4,0,2,2,2,2,2,0,2,0.5,1.0,Medical,Research & Development,Laboratory Technician,False,False,False,False,True,False,False,True
26,0,6,3,3,61,4,1,4,0,0,18,1,8,3,3,7,7,7,7,0,3,0.875,1.0,Other,Research & Development,Manager R&D,True,False,True,False,False,True,True,False
45,0,1,4,2,44,3,2,3,4,0,12,3,12,3,3,4,2,0,3,0,3,0.3333333333333333,0.5,Medical,Research & Development,Manager R&D,False,False,False,True,False,False,True,False
33,0,10,4,2,43,3,2,3,1,0,14,2,10,2,2,10,4,0,9,0,3,1.0,0.4,Marketing,Sales,Sales Executive,True,False,False,True,False,False,False,True
28,0,1,2,3,42,2,2,4,1,1,12,3,7,2,3,7,7,0,7,0,3,1.0,1.0,Life Sciences,Sales,Sales Executive,False,False,True,False,False,False,True,False
39,1,21,4,1,32,1,2,3,6,0,19,3,10,1,3,3,2,1,2,0,2,0.3,0.6666666666666666,Life Sciences,Sales,Sales Executive,False,True,True,False,False,False,False,False
27,0,2,4,2,41,3,1,2,1,0,11,3,6,3,2,5,3,1,2,0,2,0.8333333333333334,0.6,Other,Research & Development,Manager R&D,False,False,True,False,False,False,False,True
34,0,22,4,3,86,2,2,4,1,1,15,2,16,3,3,15,10,6,11,0,3,0.9375,0.6666666666666666,Other,Research & Development,Research Scientist,False,True,True,False,False,True,True,False
47,0,14,4,3,64,3,2,2,8,0,18,3,16,4,4,8,7,1,7,0,3,0.5,0.875,Other,Research & Development,Manager R&D,True,False,True,False,False,False,False,False
56,1,11,5,4,89,2,2,1,4,0,16,3,6,3,3,0,0,0,0,0,3,0.0,0.0,Marketing,Sales,Sales Executive,True,False,True,False,False,False,False,True
38,1,8,3,4,58,2,2,2,1,1,16,3,20,3,3,20,11,0,7,0,3,1.0,0.55,Medical,Research & Development,Manager R&D,True,False,False,False,False,False,True,False
58,1,21,3,4,72,3,4,4,4,1,13,3,29,2,2,1,0,0,0,0,3,0.034482758620689655,0.0,Life Sciences,Sales,Manager,False,True,True,False,False,False,False,True
32,1,5,2,1,47,4,1,3,3,1,14,1,8,2,3,4,1,0,3,1,3,0.5,0.25,Life Sciences,Research & Development,Research Scientist,False,False,False,True,False,False,True,False
38,0,9,2,2,71,3,1,4,2,0,19,4,10,0,4,5,2,0,3,0,4,0.5,0.4,Life Sciences,Research & Development,Manager R&D,True,False,False,False,False,False,False,True
49,0,2,1,2,42,3,5,4,3,0,15,4,28,3,3,5,4,4,3,0,2,0.17857142857142858,0.8,Life Sciences,Research & Development,Manager R&D,False,False,True,False,True,False,True,False
42,0,12,4,2,77,3,2,4,3,1,12,3,14,4,3,0,0,0,0,0,3,0.0,0.0,Marketing,Sales,Sales Executive,True,False,False,False,False,False,False,True
27,1,22,3,1,58,2,1,2,1,0,12,1,1,2,3,1,0,0,0,1,3,1.0,0.0,Other,SmallDepts,Human Resources,False,True,True,False,False,False,True,False
35,0,18,4,2,71,3,2,1,0,0,16,4,6,2,1,5,3,0,4,0,2,0.8333333333333334,0.6,Medical,Sales,Sales Executive,False,True,True,False,False,False,False,True
28,0,16,3,3,49,3,1,3,1,0,14,3,5,3,2,5,3,1,4,0,3,1.0,0.6,Medical,Research & Development,Manager R&D,False,True,False,True,False,False,False,False
31,0,3,2,3,48,3,1,1,1,1,13,4,4,3,4,4,2,2,3,0,3,1.0,0.5,Medical,Research & Development,Research Scientist,False,False,False,False,True,False,False,False
36,0,9,4,1,66,4,1,2,1,0,22,2,5,3,3,5,4,0,2,0,3,1.0,0.8,Life Sciences,Research & Development,Manager R&D,True,False,True,False,False,False,False,False
34,0,1,3,1,32,3,3,4,1,0,21,1,14,3,2,14,8,2,1,0,2,1.0,0.5714285714285714,Marketing,Sales,Sales Executive,False,False,False,True,True,False,False,True
34,0,13,4,4,39,3,3,3,1,0,18,3,9,2,2,8,7,1,1,0,3,0.8888888888888888,0.875,Medical,Sales,Sales Executive,True,False,False,False,False,False,False,True
26,0,1,3,3,95,3,1,1,0,0,13,4,8,6,2,7,7,7,6,0,3,0.875,1.0,Medical,Research & Development,Laboratory Technician,False,False,False,True,False,True,False,True
32,1,15,4,3,34,3,2,4,5,0,18,2,9,6,3,5,1,1,2,0,3,0.5555555555555556,0.2,Medical,Research & Development,Manager R&D,True,False,False,False,False,False,False,False
28,0,17,3,3,32,2,1,4,5,0,12,1,6,2,2,4,1,0,3,1,3,0.6666666666666666,0.25,Other,Research & Development,Manager R&D,False,True,False,False,False,False,False,True
38,0,1,3,1,59,2,1,1,4,0,14,1,20,3,2,1,0,0,0,0,3,0.05,0.0,Life Sciences,Sales,Sales Representative,False,False,False,True,False,False,False,True
35,1,7,4,3,55,3,2,4,1,1,11,4,10,2,3,10,8,0,9,0,3,1.0,0.8,Life Sciences,Sales,Sales Executive,True,False,True,False,False,False,False,True
27,0,9,3,4,44,3,2,4,1,0,14,1,7,5,3,7,7,0,7,0,3,1.0,1.0,Marketing,Sales,Sales Executive,True,False,False,True,False,False,False,True
32,0,5,4,4,56,2,2,4,8,0,24,2,8,1,3,1,0,0,0,0,4,0.125,0.0,Life Sciences,Research & Development,Manager R&D,False,False,False,True,False,False,False,True
31,0,26,4,1,63,3,2,4,1,1,11,3,10,4,3,10,7,0,8,1,3,1.0,0.7,Marketing,Sales,Sales Executive,False,True,True,False,False,False,True,False
53,0,24,4,1,66,3,3,1,6,1,13,2,15,2,2,2,2,2,2,1,2,0.13333333333333333,1.0,Life Sciences,Sales,Sales Executive,False,True,False,True,True,False,False,True
54,1,9,2,1,67,3,2,3,3,0,11,3,9,6,2,4,3,2,3,0,2,0.4444444444444444,0.75,Life Sciences,Research & Development,Research Scientist,True,False,True,False,True,False,False,True
33,0,7,2,4,36,3,2,3,1,0,20,3,9,2,3,9,7,2,8,0,4,1.0,0.7777777777777778,Life Sciences,Research & Development,Manager R&D,True,False,False,False,True,False,True,False
43,0,11,3,1,30,3,3,3,1,0,17,2,10,1,3,10,9,0,9,0,3,1.0,0.9,Life Sciences,Research & Development,Healthcare Representative,True,False,True,False,False,False,False,True
38,0,1,4,4,88,3,1,2,0,1,11,2,7,2,3,6,2,1,2,0,3,0.8571428571428571,0.3333333333333333,Other,SmallDepts,Human Resources,False,False,True,False,False,False,True,False
55,0,26,4,3,71,4,5,2,4,1,18,1,35,0,3,10,9,1,4,0,3,0.2857142857142857,0.9,Other,SmallDepts,Manager,False,True,True,False,False,False,False,True
31,1,2,1,4,59,1,1,4,1,1,11,3,1,4,3,1,0,0,0,0,3,1.0,0.0,Medical,Research & Development,Manager R&D,False,False,False,False,False,False,False,True
39,0,15,4,2,77,3,4,1,0,0,12,1,21,3,3,20,8,11,10,0,2,0.9523809523809523,0.4,Marketing,Sales,Sales Executive,True,False,False,True,False,True,False,True
42,0,23,2,4,37,2,2,3,1,0,12,4,20,2,3,20,9,3,7,0,3,1.0,0.45,Life Sciences,Research & Development,Research Scientist,False,True,False,True,True,False,False,False
31,1,10,3,3,40,3,3,3,4,0,20,3,13,2,4,11,7,4,8,0,4,0.8461538461538461,0.6363636363636364,Medical,Research & Development,Research Director,True,False,True,False,True,False,False,False
54,1,10,3,3,77,3,2,1,6,1,19,4,9,3,3,5,2,1,4,0,3,0.5555555555555556,0.4,Medical,Research & Development,Manufacturing Director,True,False,False,True,False,False,False,True
24,0,1,2,2,45,2,2,3,1,0,12,2,4,2,2,4,3,1,2,0,2,1.0,0.75,Life Sciences,Research & Development,Healthcare Representative,False,False,False,True,False,False,False,True
23,0,12,2,4,78,3,1,4,1,0,13,3,5,6,4,5,2,1,4,0,3,1.0,0.4,Other,Research & Development,Laboratory Technician,True,False,False,True,False,False,False,True
40,1,11,3,4,73,3,2,3,1,0,11,1,10,2,4,10,9,9,4,0,3,1.0,0.9,Other,Research & Development,Laboratory Technician,True,False,True,False,False,True,True,False
40,1,2,2,2,92,3,2,2,3,0,14,3,15,4,3,11,8,5,10,0,2,0.7333333333333333,0.7272727272727273,Marketing,Sales,Sales Executive,False,False,True,False,False,True,False,True
25,1,2,3,3,82,3,1,2,4,0,14,3,6,3,3,2,0,1,2,0,3,0.3333333333333333,0.0,Other,SmallDepts,Human Resources,False,False,True,False,False,False,False,True
30,0,1,2,4,76,3,1,2,1,0,13,3,12,6,2,12,8,1,7,0,3,1.0,0.6666666666666666,Medical,Research & Development,Laboratory Technician,False,False,True,False,False,False,False,True
25,0,2,1,4,57,3,1,3,6,1,19,3,7,2,2,2,2,0,2,0,3,0.2857142857142857,1.0,Other,Research & Development,Laboratory Technician,False,False,False,False,False,False,False,True
47,0,25,3,1,84,3,3,3,2,0,23,2,25,3,3,17,14,12,11,0,2,0.68,0.8235294117647058,Medical,Research & Development,Manager R&D,False,True,False,True,False,True,False,True
38,0,1,4,4,86,3,2,2,0,0,15,1,16,3,3,15,13,5,8,0,3,0.9375,0.8666666666666667,Life Sciences,Sales,Sales Executive,False,False,True,False,False,True,False,True
31,0,2,2,1,54,3,1,3,0,0,19,3,3,1,3,2,2,1,2,0,2,0.6666666666666666,1.0,Life Sciences,Sales,Sales Representative,False,False,True,False,False,False,False,True
42,0,18,4,4,35,3,2,1,6,1,17,3,9,3,2,4,3,1,2,0,3,0.4444444444444444,0.75,Life Sciences,Research & Development,Research Scientist,False,True,False,False,False,False,False,True
41,0,1,3,4,76,3,1,4,3,0,22,1,12,3,3,5,3,1,0,0,4,0.4166666666666667,0.6,Life Sciences,Research & Development,Research Scientist,False,False,True,False,False,False,False,True
47,1,1,1,3,98,3,3,2,0,0,18,1,14,3,1,13,8,5,12,0,2,0.9285714285714286,0.6153846153846154,Medical,Research & Development,Research Scientist,False,False,True,False,False,True,False,False
35,0,11,4,4,43,3,1,3,7,1,11,3,5,3,3,2,2,2,2,0,3,0.4,1.0,Medical,Research & Development,Research Director,True,False,True,False,True,False,False,True
22,0,1,2,4,63,3,1,3,0,0,12,4,4,2,4,3,2,1,2,0,3,0.75,0.6666666666666666,Life Sciences,Research & Development,Research Scientist,False,False,False,True,False,False,False,True
35,0,9,4,2,48,3,2,3,1,0,19,2,10,5,3,10,7,0,8,0,3,1.0,0.7,Medical,Research & Development,Research Scientist,True,False,False,True,False,False,False,True
33,1,15,2,2,95,3,2,4,0,1,13,1,10,6,3,9,7,8,1,0,2,0.9,0.7777777777777778,Medical,Research & Development,Healthcare Representative,True,False,True,False,False,True,False,True
32,1,29,4,3,49,2,1,2,1,0,13,3,6,3,3,6,2,4,1,0,3,1.0,0.3333333333333333,Life Sciences,Research & Development,Laboratory Technician,False,True,False,True,True,False,False,True
40,0,1,4,1,83,3,1,4,8,0,19,3,8,3,2,1,0,0,0,0,3,0.125,0.0,Life Sciences,Research & Development,Laboratory Technician,False,False,True,False,False,False,False,True
32,0,1,4,2,68,2,1,2,0,0,14,2,3,2,3,2,2,2,2,0,2,0.6666666666666666,1.0,Medical,Sales,Sales Representative,False,False,True,False,True,False,False,True
39,0,24,1,1,52,3,2,4,7,0,13,1,18,2,3,7,7,1,7,0,2,0.3888888888888889,1.0,Life Sciences,Research & Development,Research Scientist,False,True,False,True,False,False,False,True
38,1,10,3,2,99,1,3,3,3,0,12,1,20,3,3,18,16,1,11,0,2,0.9,0.8888888888888888,Medical,Research & Development,Research Director,True,False,True,False,False,False,False,True
37,1,10,3,3,42,4,3,4,1,1,25,1,16,2,3,16,11,6,8,0,4,1.0,0.6875,Life Sciences,Research & Development,Research Director,True,False,True,False,False,True,False,True
25,1,8,2,1,85,3,2,3,0,1,22,2,6,3,2,5,3,0,4,0,3,0.8333333333333334,0.6,Other,Sales,Sales Executive,True,False,False,False,False,False,False,True
52,0,29,4,1,40,3,1,4,2,0,15,2,16,3,2,9,8,0,0,0,3,0.5625,0.8888888888888888,Life Sciences,Sales,Sales Representative,False,True,False,False,False,False,False,False
44,0,1,3,2,42,3,1,4,6,1,12,3,6,2,3,4,3,1,2,0,2,0.6666666666666666,0.75,Medical,Research & Development,Research Scientist,False,False,False,True,False,False,False,True
21,0,5,1,3,58,3,1,1,1,1,11,4,2,6,3,2,2,1,2,0,3,1.0,1.0,Medical,Sales,Sales Representative,False,False,False,True,False,False,False,True
23,0,9,3,4,33,3,1,1,1,0,19,1,1,3,2,1,0,1,0,1,3,1.0,0.0,Marketing,Sales,Sales Representative,True,False,True,False,False,False,True,False
36,1,3,3,1,94,2,3,4,0,0,19,3,10,2,3,9,7,3,4,0,2,0.9,0.7777777777777778,Medical,Sales,Sales Executive,False,False,True,False,True,False,False,True
36,1,4,2,4,97,3,2,2,7,0,13,2,18,3,3,4,2,0,2,0,3,0.2222222222222222,0.5,Life Sciences,Research & Development,Manufacturing Director,False,False,False,False,False,False,True,False
56,0,1,4,3,57,3,2,3,1,0,21,1,13,2,2,13,12,1,9,0,4,1.0,0.9230769230769231,Life Sciences,Research & Development,Healthcare Representative,False,False,False,False,False,False,False,False
29,0,1,4,1,36,3,1,4,9,1,14,2,4,3,4,2,2,2,2,1,2,0.5,1.0,Medical,Research & Development,Research Scientist,False,False,True,False,True,False,False,True
56,0,7,2,4,72,3,1,3,8,0,11,4,14,4,1,10,9,9,8,1,2,0.7142857142857143,0.9,Other,Research & Development,Laboratory Technician,True,False,True,False,False,True,False,True
41,1,28,4,1,60,2,4,2,0,0,23,3,21,3,3,20,7,0,10,0,3,0.9523809523809523,0.35,Life Sciences,Research & Development,Manufacturing Director,False,True,True,False,False,False,False,True
34,1,28,3,4,95,2,2,3,1,0,21,4,8,2,3,8,7,1,7,0,4,1.0,0.875,Marketing,Sales,Sales Executive,False,True,True,False,False,False,False,True
36,0,15,4,4,88,1,2,4,1,0,24,1,15,4,2,15,12,11,11,0,4,1.0,0.8,Marketing,Sales,Sales Executive,True,False,False,False,False,True,False,False
